WeekEnding,HealthBoardOfTreatment,HealthBoardOfTreatmentQF,InfluenzaAdmissions,InfluenzaAdmissionsQF,RSVAdmissions,RSVAdmissionsQF
20230402,S08000031,,2,,6,
20230402,S08000022,,2,,1,
20230402,S08000032,,,:,3,
20230402,S08000024,,4,,5,
20230402,S08000025,,,:,,:
20230402,S08000026,,,:,,:
20230402,S08000030,,1,,4,
20230402,S08000028,,,:,,:
20230402,SB0801,,,:,,:
20230402,S92000003,d,22,,25,
20230409,S08000015,,2,,1,
20230409,S08000016,,,:,,:
20230409,S08000017,,,:,,:
20230409,S08000029,,4,,4,
20230409,S08000019,,2,,,:
20230409,S08000020,,1,,2,
20230409,S08000031,,6,,12,
20230409,S08000022,,1,,,:
20230409,S08000032,,4,,1,
20230409,S08000024,,3,,1,
20230409,S08000025,,,:,,:
20230409,S08000026,,,:,,:
20230409,S08000030,,,:,1,
20230409,S08000028,,,:,,:
20230409,SB0801,,,:,,:
20230409,S92000003,d,23,,22,
20230416,S08000015,,5,,,:
20230416,S08000016,,,:,,:
20230416,S08000017,,,:,,:
20230416,S08000029,,1,,,:
20230416,S08000019,,2,,1,
20230416,S08000020,,,:,,:
20230416,S08000031,,10,,5,
20230416,S08000022,,,:,,:
20230416,S08000032,,3,,,:
20230416,S08000024,,2,,7,
20230416,S08000025,,,:,,:
20230416,S08000026,,,:,,:
20230416,S08000030,,,:,,:
20230416,S08000028,,,:,,:
20230416,SB0801,,,:,,:
20230416,S92000003,d,23,,13,
20230423,S08000015,,1,,2,
20230423,S08000016,,1,,,:
20230423,S08000017,,,:,,:
20230423,S08000029,,3,,,:
20230423,S08000019,,,:,1,
20230423,S08000020,,,:,,:
20230423,S08000031,,5,,4,
20230423,S08000022,,,:,,:
20230423,S08000032,,4,,1,
20230423,S08000024,,2,,,:
20230423,S08000025,,,:,,:
20230423,S08000026,,,:,,:
20230423,S08000030,,,:,,:
20230423,S08000028,,,:,,:
20230423,SB0801,,,:,,:
20230423,S92000003,d,16,,8,
20230430,S08000015,,,:,1,
20230430,S08000016,,1,,,:
20230430,S08000017,,,:,,:
20230430,S08000029,,5,,2,
20230430,S08000019,,1,,2,
20230430,S08000020,,1,,,:
20230430,S08000031,,7,,2,
20230430,S08000022,,,:,,:
20230430,S08000032,,1,,1,
20230430,S08000024,,3,,3,
20230430,S08000025,,,:,,:
20230430,S08000026,,,:,,:
20230430,S08000030,,,:,1,
20230430,S08000028,,,:,,:
20230430,SB0801,,,:,,:
20230430,S92000003,d,19,,12,
20230507,S08000015,,3,,,:
20230507,S08000016,,1,,,:
20230507,S08000017,,,:,,:
20230507,S08000029,,,:,1,
20230507,S08000019,,1,,,:
20230507,S08000020,,,:,,:
20230507,S08000031,,8,,2,
20230507,S08000022,,,:,,:
20230507,S08000032,,2,,,:
20230507,S08000024,,4,,3,
20230507,S08000025,,,:,,:
20230507,S08000026,,,:,,:
20230507,S08000030,,2,,1,
20230507,S08000028,,,:,,:
20230507,SB0801,,,:,,:
20230507,S92000003,d,21,,7,
20230514,S08000015,,1,,,:
20230514,S08000016,,,:,,:
20230514,S08000017,,,:,,:
20230514,S08000029,,2,,,:
20230514,S08000019,,,:,2,
20230514,S08000020,,1,,1,
20230514,S08000031,,4,,1,
20230514,S08000022,,,:,,:
20230514,S08000032,,1,,,:
20230514,S08000024,,3,,3,
20230514,S08000025,,,:,,:
20230514,S08000026,,,:,,:
20230514,S08000030,,1,,1,
20230514,S08000028,,,:,,:
20230514,SB0801,,,:,,:
20230514,S92000003,d,13,,8,
20230521,S08000015,,2,,1,
20230521,S08000016,,,:,,:
20230521,S08000017,,,:,,:
20230521,S08000029,,1,,,:
20230521,S08000019,,1,,1,
20230521,S08000020,,,:,,:
20230521,S08000031,,8,,2,
20230521,S08000022,,2,,,:
20230521,S08000032,,3,,1,
20230521,S08000024,,3,,2,
20230521,S08000025,,,:,,:
20230521,S08000026,,1,,,:
20230521,S08000030,,,:,1,
20230521,S08000028,,,:,,:
20230521,SB0801,,,:,,:
20230521,S92000003,d,21,,8,
20230528,S08000015,,,:,,:
20230528,S08000016,,,:,,:
20230528,S08000017,,,:,1,
20230528,S08000029,,,:,,:
20230528,S08000019,,,:,1,
20230528,S08000020,,1,,1,
20230528,S08000031,,3,,3,
20230528,S08000022,,1,,,:
20230528,S08000032,,2,,,:
20230528,S08000024,,1,,8,
20230528,S08000025,,,:,,:
20230528,S08000026,,,:,,:
20230528,S08000030,,3,,,:
20230528,S08000028,,,:,,:
20230528,SB0801,,,:,,:
20230528,S92000003,d,11,,14,
20230604,S08000015,,1,,,:
20230604,S08000016,,,:,,:
20230604,S08000017,,,:,,:
20230604,S08000029,,,:,,:
20230604,S08000019,,1,,,:
20230604,S08000020,,,:,,:
20230604,S08000031,,9,,3,
20230604,S08000022,,2,,,:
20230604,S08000032,,2,,,:
20230604,S08000024,,2,,3,
20230604,S08000025,,,:,,:
20230604,S08000026,,,:,,:
20230604,S08000030,,,:,,:
20230604,S08000028,,,:,,:
20230604,SB0801,,,:,,:
20230604,S92000003,d,17,,6,
20230611,S08000015,,1,,2,
20230611,S08000016,,,:,1,
20230611,S08000017,,1,,,:
20230611,S08000029,,2,,,:
20230611,S08000019,,1,,,:
20230611,S08000020,,,:,,:
20230611,S08000031,,4,,3,
20230611,S08000022,,1,,,:
20230611,S08000032,,1,,1,
20230611,S08000024,,3,,3,
20230611,S08000025,,,:,,:
20230611,S08000026,,,:,,:
20230611,S08000030,,2,,,:
20230611,S08000028,,,:,,:
20230611,SB0801,,,:,,:
20230611,S92000003,d,16,,10,
20230618,S08000015,,1,,1,
20230618,S08000016,,,:,,:
20230618,S08000017,,,:,,:
20230618,S08000029,,1,,,:
20230618,S08000019,,,:,,:
20230618,S08000020,,1,,1,
20230618,S08000031,,2,,4,
20230618,S08000022,,,:,,:
20230618,S08000032,,,:,1,
20230618,S08000024,,,:,2,
20230618,S08000025,,,:,,:
20230618,S08000026,,,:,,:
20230618,S08000030,,1,,,:
20230618,S08000028,,,:,,:
20230618,SB0801,,,:,,:
20230618,S92000003,d,6,,9,
20230625,S08000015,,,:,,:
20230625,S08000016,,,:,,:
20230625,S08000017,,,:,,:
20230625,S08000029,,1,,1,
20230625,S08000019,,,:,,:
20230625,S08000020,,,:,1,
20230625,S08000031,,4,,5,
20230625,S08000022,,,:,1,
20230625,S08000032,,,:,,:
20230625,S08000024,,,:,3,
20230625,S08000025,,,:,,:
20230625,S08000026,,,:,,:
20230625,S08000030,,,:,,:
20230625,S08000028,,,:,,:
20230625,SB0801,,,:,,:
20230625,S92000003,d,5,,11,
20230702,S08000015,,,:,1,
20230702,S08000016,,,:,1,
20230702,S08000017,,,:,,:
20230702,S08000029,,,:,,:
20230702,S08000019,,,:,1,
20230702,S08000020,,,:,,:
20230702,S08000031,,2,,6,
20230702,S08000022,,,:,,:
20230702,S08000032,,,:,1,
20230702,S08000024,,,:,3,
20230702,S08000025,,,:,,:
20230702,S08000026,,,:,,:
20230702,S08000030,,1,,1,
20230702,S08000028,,,:,,:
20230702,SB0801,,,:,,:
20230702,S92000003,d,3,,14,
20230709,S08000015,,,:,,:
20230709,S08000016,,,:,,:
20230709,S08000017,,,:,,:
20230709,S08000029,,1,,,:
20230709,S08000019,,1,,1,
20230709,S08000020,,,:,,:
20230709,S08000031,,1,,5,
20230709,S08000022,,,:,,:
20230709,S08000032,,1,,3,
20230709,S08000024,,1,,3,
20230709,S08000025,,,:,,:
20230709,S08000026,,,:,,:
20230709,S08000030,,,:,1,
20230709,S08000028,,,:,,:
20230709,SB0801,,,:,,:
20230709,S92000003,d,5,,13,
20230716,S08000015,,1,,1,
20230716,S08000016,,,:,,:
20230716,S08000017,,,:,,:
20230716,S08000029,,1,,2,
20230716,S08000019,,,:,,:
20230716,S08000020,,,:,,:
20230716,S08000031,,5,,9,
20230716,S08000022,,1,,,:
20230716,S08000032,,,:,5,
20230716,S08000024,,3,,5,
20230716,S08000025,,,:,,:
20230716,S08000026,,,:,,:
20230716,S08000030,,1,,,:
20230716,S08000028,,,:,,:
20230716,SB0801,,,:,,:
20230716,S92000003,d,12,,22,
20230723,S08000015,,,:,3,
20230723,S08000016,,,:,1,
20230723,S08000017,,1,,,:
20230723,S08000029,,1,,,:
20230723,S08000019,,1,,1,
20230723,S08000020,,,:,2,
20230723,S08000031,,1,,8,
20230723,S08000022,,,:,,:
20230723,S08000032,,2,,2,
20230723,S08000024,,,:,4,
20230723,S08000025,,,:,,:
20230723,S08000026,,,:,,:
20230723,S08000030,,,:,1,
20230723,S08000028,,,:,,:
20230723,SB0801,,,:,,:
20230723,S92000003,d,6,,22,
20230730,S08000015,,1,,1,
20230730,S08000016,,,:,,:
20230730,S08000017,,,:,,:
20230730,S08000029,,2,,,:
20230730,S08000019,,,:,,:
20230730,S08000020,,3,,,:
20230730,S08000031,,1,,10,
20230730,S08000022,,,:,,:
20230730,S08000032,,,:,5,
20230730,S08000024,,1,,3,
20230730,S08000025,,,:,,:
20230730,S08000026,,,:,,:
20230730,S08000030,,,:,,:
20230730,S08000028,,,:,,:
20230730,SB0801,,,:,,:
20230730,S92000003,d,8,,19,
20230806,S08000015,,1,,1,
20230806,S08000016,,,:,1,
20230806,S08000017,,,:,,:
20230806,S08000029,,,:,,:
20230806,S08000019,,,:,4,
20230806,S08000020,,2,,2,
20230806,S08000031,,1,,6,
20230806,S08000022,,1,,,:
20230806,S08000032,,1,,3,
20230806,S08000024,,1,,7,
20230806,S08000025,,,:,,:
20230806,S08000026,,,:,,:
20230806,S08000030,,,:,,:
20230806,S08000028,,,:,,:
20230806,SB0801,,,:,,:
20230806,S92000003,d,7,,24,
20230813,S08000015,,,:,2,
20230813,S08000016,,,:,,:
20230813,S08000017,,,:,,:
20230813,S08000029,,1,,4,
20230813,S08000019,,,:,2,
20230813,S08000020,,1,,1,
20230813,S08000031,,1,,3,
20230813,S08000022,,,:,,:
20230813,S08000032,,,:,4,
20230813,S08000024,,,:,5,
20230813,S08000025,,,:,,:
20230813,S08000026,,,:,,:
20230813,S08000030,,,:,1,
20230813,S08000028,,,:,,:
20230813,SB0801,,,:,,:
20230813,S92000003,d,3,,22,
20230820,S08000015,,1,,2,
20230820,S08000016,,,:,,:
20230820,S08000017,,1,,,:
20230820,S08000029,,,:,,:
20230820,S08000019,,1,,3,
20230820,S08000020,,,:,3,
20230820,S08000031,,2,,8,
20230820,S08000022,,,:,1,
20230820,S08000032,,3,,2,
20230820,S08000024,,,:,4,
20230820,S08000025,,,:,,:
20230820,S08000026,,,:,,:
20230820,S08000030,,1,,1,
20230820,S08000028,,,:,,:
20230820,SB0801,,,:,,:
20230820,S92000003,d,9,,24,
20230827,S08000015,,,:,2,
20230827,S08000016,,,:,1,
20230827,S08000017,,2,,2,
20230827,S08000029,,,:,,:
20230827,S08000019,,2,,,:
20230827,S08000020,,3,,1,
20230827,S08000031,,,:,15,
20230827,S08000022,,,:,1,
20230827,S08000032,,1,,1,
20230827,S08000024,,,:,13,
20230827,S08000025,,,:,,:
20230827,S08000026,,,:,,:
20230827,S08000030,,1,,,:
20230827,S08000028,,,:,,:
20230827,SB0801,,,:,,:
20230827,S92000003,d,9,,36,
20230903,S08000015,,,:,,:
20230903,S08000016,,1,,1,
20230903,S08000017,,1,,1,
20230903,S08000029,,,:,4,
20230903,S08000019,,,:,1,
20230903,S08000020,,2,,2,
20230903,S08000031,,2,,13,
20230903,S08000022,,,:,,:
20230903,S08000032,,2,,2,
20230903,S08000024,,1,,11,
20230903,S08000025,,1,,,:
20230903,S08000026,,,:,,:
20230903,S08000030,,,:,1,
20230903,S08000028,,1,,,:
20230903,SB0801,,,:,,:
20230903,S92000003,d,11,,36,
20230910,S08000015,,,:,6,
20230910,S08000016,,,:,1,
20230910,S08000017,,,:,,:
20230910,S08000029,,,:,7,
20230910,S08000019,,1,,1,
20230910,S08000020,,,:,1,
20230910,S08000031,,4,,21,
20230910,S08000022,,,:,,:
20230910,S08000032,,,:,5,
20230910,S08000024,,1,,13,
20230910,S08000025,,,:,,:
20230910,S08000026,,1,,,:
20230910,S08000030,,1,,2,
20230910,S08000028,,,:,,:
20230910,SB0801,,,:,,:
20230910,S92000003,d,8,,57,
20230917,S08000015,,,:,6,
20230917,S08000016,,,:,2,
20230917,S08000017,,,:,2,
20230917,S08000029,,1,,6,
20230917,S08000019,,,:,5,
20230917,S08000020,,,:,1,
20230917,S08000031,,5,,21,
20230917,S08000022,,,:,,:
20230917,S08000032,,,:,5,
20230917,S08000024,,2,,18,
20230917,S08000025,,,:,,:
20230917,S08000026,,,:,,:
20230917,S08000030,,,:,3,
20230917,S08000028,,,:,,:
20230917,SB0801,,,:,,:
20230917,S92000003,d,8,,69,
20230924,S08000015,,1,,10,
20230924,S08000016,,,:,3,
20230924,S08000017,,2,,2,
20230924,S08000029,,,:,5,
20230924,S08000019,,,:,10,
20230924,S08000020,,1,,4,
20230924,S08000031,,2,,30,
20230924,S08000022,,,:,,:
20230924,S08000032,,,:,7,
20230924,S08000024,,3,,28,
20230924,S08000025,,,:,,:
20230924,S08000026,,,:,,:
20230924,S08000030,,1,,3,
20230924,S08000028,,,:,,:
20230924,SB0801,,,:,,:
20230924,S92000003,d,10,,102,
20231001,S08000015,,1,,11,
20231001,S08000016,,,:,4,
20231001,S08000017,,,:,10,
20231001,S08000029,,1,,14,
20231001,S08000019,,,:,16,
20231001,S08000020,,1,,12,
20231001,S08000031,,4,,49,
20231001,S08000022,,2,,1,
20231001,S08000032,,1,,14,
20231001,S08000024,,5,,22,
20231001,S08000025,,1,,,:
20231001,S08000026,,,:,,:
20231001,S08000030,,,:,8,
20231001,S08000028,,,:,,:
20231001,SB0801,,,:,,:
20231001,S92000003,d,16,,161,
20231008,S08000015,,,:,6,
20231008,S08000016,,,:,7,
20231008,S08000017,,,:,14,
20231008,S08000029,,,:,23,
20231008,S08000019,,1,,13,
20231008,S08000020,,1,,9,
20231008,S08000031,,3,,45,
20231008,S08000022,,3,,,:
20231008,S08000032,,3,,21,
20231008,S08000024,,,:,43,
20231008,S08000025,,,:,,:
20231008,S08000026,,,:,,:
20231008,S08000030,,4,,3,
20231008,S08000028,,,:,,:
20231008,SB0801,,,:,,:
20231008,S92000003,d,15,,185,
20231015,S08000015,,,:,13,
20231015,S08000016,,,:,7,
20231015,S08000017,,1,,8,
20231015,S08000029,,1,,25,
20231015,S08000019,,,:,22,
20231015,S08000020,,,:,13,
20231015,S08000031,,1,,54,
20231015,S08000022,,,:,5,
20231015,S08000032,,1,,25,
20231015,S08000024,,9,,48,
20231015,S08000025,,,:,1,
20231015,S08000026,,,:,,:
20231015,S08000030,,1,,7,
20231015,S08000028,,,:,1,
20231015,SB0801,,,:,,:
20231015,S92000003,d,14,,229,
20231022,S08000015,,1,,13,
20231022,S08000016,,,:,3,
20231022,S08000017,,,:,21,
20231022,S08000029,,4,,24,
20231022,S08000019,,2,,19,
20231022,S08000020,,2,,26,
20231022,S08000031,,6,,77,
20231022,S08000022,,4,,9,
20231022,S08000032,,1,,26,
20231022,S08000024,,11,,54,
20231022,S08000025,,,:,,:
20231022,S08000026,,,:,,:
20231022,S08000030,,,:,6,
20231022,S08000028,,,:,2,
20231022,SB0801,,,:,,:
20231022,S92000003,d,31,,280,
20231029,S08000015,,1,,24,
20231029,S08000016,,,:,7,
20231029,S08000017,,,:,16,
20231029,S08000029,,3,,26,
20231029,S08000019,,,:,15,
20231029,S08000020,,4,,23,
20231029,S08000031,,5,,65,
20231029,S08000022,,1,,16,
20231029,S08000032,,1,,25,
20231029,S08000024,,7,,68,
20231029,S08000025,,,:,,:
20231029,S08000026,,,:,1,
20231029,S08000030,,,:,17,
20231029,S08000028,,,:,,:
20231029,SB0801,,,:,,:
20231029,S92000003,d,22,,303,
20231105,S08000015,,1,,22,
20231105,S08000016,,,:,13,
20231105,S08000017,,,:,16,
20231105,S08000029,,2,,35,
20231105,S08000019,,2,,8,
20231105,S08000020,,3,,26,
20231105,S08000031,,5,,49,
20231105,S08000022,,1,,21,
20231105,S08000032,,4,,18,
20231105,S08000024,,4,,76,
20231105,S08000025,,,:,,:
20231105,S08000026,,,:,,:
20231105,S08000030,,,:,22,
20231105,S08000028,,1,,,:
20231105,SB0801,,,:,,:
20231105,S92000003,d,23,,306,
20231112,S08000015,,2,,17,
20231112,S08000016,,1,,10,
20231112,S08000017,,,:,16,
20231112,S08000029,,2,,39,
20231112,S08000019,,4,,11,
20231112,S08000020,,2,,46,
20231112,S08000031,,11,,51,
20231112,S08000022,,,:,31,
20231112,S08000032,,,:,17,
20231112,S08000024,,4,,64,
20231112,S08000025,,,:,,:
20231112,S08000026,,,:,1,
20231112,S08000030,,,:,26,
20231112,S08000028,,1,,4,
20231112,SB0801,,,:,,:
20231112,S92000003,d,27,,333,
20231119,S08000015,,1,,25,
20231119,S08000016,,,:,10,
20231119,S08000017,,,:,14,
20231119,S08000029,,1,,39,
20231119,S08000019,,2,,22,
20231119,S08000020,,,:,50,
20231119,S08000031,,14,,58,
20231119,S08000022,,3,,28,
20231119,S08000032,,6,,21,
20231119,S08000024,,11,,70,
20231119,S08000025,,1,,,:
20231119,S08000026,,,:,1,
20231119,S08000030,,2,,52,
20231119,S08000028,,,:,2,
20231119,SB0801,,,:,,:
20231119,S92000003,d,41,,392,
20231126,S08000015,,5,,12,
20231126,S08000016,,1,,10,
20231126,S08000017,,,:,15,
20231126,S08000029,,4,,41,
20231126,S08000019,,1,,12,
20231126,S08000020,,6,,43,
20231126,S08000031,,15,,50,
20231126,S08000022,,1,,26,
20231126,S08000032,,8,,17,
20231126,S08000024,,10,,56,
20231126,S08000025,,,:,,:
20231126,S08000026,,,:,4,
20231126,S08000030,,4,,39,
20231126,S08000028,,,:,1,
20231126,SB0801,,,:,,:
20231126,S92000003,d,55,,326,
20231203,S08000015,,7,,16,
20231203,S08000016,,1,,4,
20231203,S08000017,,,:,18,
20231203,S08000029,,13,,35,
20231203,S08000019,,3,,13,
20231203,S08000020,,11,,23,
20231203,S08000031,,32,,36,
20231203,S08000022,,1,,17,
20231203,S08000032,,9,,11,
20231203,S08000024,,13,,50,
20231203,S08000025,,,:,1,
20231203,S08000026,,,:,3,
20231203,S08000030,,6,,38,
20231203,S08000028,,,:,4,
20231203,SB0801,,,:,,:
20231203,S92000003,d,96,,269,
20231210,S08000015,,13,,11,
20231210,S08000016,,2,,6,
20231210,S08000017,,1,,16,
20231210,S08000029,,11,,10,
20231210,S08000019,,10,,11,
20231210,S08000020,,10,,24,
20231210,S08000031,,41,,59,
20231210,S08000022,,,:,7,
20231210,S08000032,,23,,11,
20231210,S08000024,,17,,35,
20231210,S08000025,,,:,2,
20231210,S08000026,,,:,3,
20231210,S08000030,,5,,31,
20231210,S08000028,,,:,3,
20231210,SB0801,,,:,,:
20231210,S92000003,d,133,,229,
20231217,S08000015,,35,,14,
20231217,S08000016,,,:,5,
20231217,S08000017,,9,,12,
20231217,S08000029,,23,,17,
20231217,S08000019,,13,,8,
20231217,S08000020,,15,,18,
20231217,S08000031,,67,,47,
20231217,S08000022,,3,,9,
20231217,S08000032,,38,,13,
20231217,S08000024,,31,,43,
20231217,S08000025,,,:,1,
20231217,S08000026,,,:,2,
20231217,S08000030,,7,,14,
20231217,S08000028,,1,,2,
20231217,SB0801,,,:,,:
20231217,S92000003,d,242,,205,
20231224,S08000015,,30,,24,
20231224,S08000016,,3,,5,
20231224,S08000017,,16,,9,
20231224,S08000029,,29,,13,
20231224,S08000019,,19,,8,
20231224,S08000020,,21,,24,
20231224,S08000031,,93,,36,
20231224,S08000022,,5,,7,
20231224,S08000032,,37,,16,
20231224,S08000024,,55,,38,
20231224,S08000025,,,:,,:
20231224,S08000026,,,:,2,
20231224,S08000030,,31,,16,
20231224,S08000028,,2,,6,
20231224,SB0801,,,:,,:
20231224,S92000003,d,341,,204,
20231231,S08000015,,37,,20,
20231231,S08000016,,12,,6,
20231231,S08000017,,21,,17,
20231231,S08000029,,46,,10,
20231231,S08000019,,28,,9,
20231231,S08000020,,53,,13,
20231231,S08000031,,105,,31,
20231231,S08000022,,24,,11,
20231231,S08000032,,37,,14,
20231231,S08000024,,54,,32,
20231231,S08000025,,,:,1,
20231231,S08000026,,2,,1,
20231231,S08000030,,31,,25,
20231231,S08000028,,4,,1,
20231231,SB0801,,,:,,:
20231231,S92000003,d,454,,191,
20240107,S08000015,,37,,18,
20240107,S08000016,,8,,4,
20240107,S08000017,,5,,7,
20240107,S08000029,,50,,8,
20240107,S08000019,,19,,9,
20240107,S08000020,,27,,11,
20240107,S08000031,,113,,26,
20240107,S08000022,,11,,6,
20240107,S08000032,,39,,6,
20240107,S08000024,,39,,27,
20240107,S08000025,,,:,1,
20240107,S08000026,,1,,1,
20240107,S08000030,,28,,18,
20240107,S08000028,,3,,1,
20240107,SB0801,,,:,,:
20240107,S92000003,d,380,,143,
20240114,S08000015,,26,,7,
20240114,S08000016,,4,,2,
20240114,S08000017,,12,,2,
20240114,S08000029,,23,,5,
20240114,S08000019,,15,,3,
20240114,S08000020,,24,,4,
20240114,S08000031,,79,,10,
20240114,S08000022,,18,,2,
20240114,S08000032,,38,,10,
20240114,S08000024,,34,,13,
20240114,S08000025,,1,,1,
20240114,S08000026,,2,,1,
20240114,S08000030,,28,,5,
20240114,S08000028,,3,,1,
20240114,SB0801,,,:,,:
20240114,S92000003,d,307,,66,
20240121,S08000015,,24,,3,
20240121,S08000016,,14,,3,
20240121,S08000017,,15,,2,
20240121,S08000029,,39,,5,
20240121,S08000019,,19,,1,
20240121,S08000020,,24,,4,
20240121,S08000031,,96,,16,
20240121,S08000022,,9,,3,
20240121,S08000032,,51,,6,
20240121,S08000024,,18,,11,
20240121,S08000025,,,:,,:
20240121,S08000026,,,:,,:
20240121,S08000030,,39,,11,
20240121,S08000028,,4,,1,
20240121,SB0801,,,:,,:
20240121,S92000003,d,352,,66,
20240128,S08000015,,33,,5,
20240128,S08000016,,8,,4,
20240128,S08000017,,15,,1,
20240128,S08000029,,28,,1,
20240128,S08000019,,27,,6,
20240128,S08000020,,19,,4,
20240128,S08000031,,104,,14,
20240128,S08000022,,7,,,:
20240128,S08000032,,36,,8,
20240128,S08000024,,32,,16,
20240128,S08000025,,,:,,:
20240128,S08000026,,,:,,:
20240128,S08000030,,6,,1,
20240128,S08000028,,10,,,:
20240128,SB0801,,,:,,:
20240128,S92000003,d,325,,60,
