WeekBeginning,WeekEnding,Pathogen,NumberCasesPerWeek
20170828,20170903,Influenza - Type A or B,10
20170828,20170903,Influenza - Type A(H1N1)pdm09,0
20170828,20170903,Influenza - Type A(H3),7
20170828,20170903,Influenza - Type B,1
20170828,20170903,Mycoplasma pneumoniae,6
20170828,20170903,Parainfluenza virus,31
20170828,20170903,Respiratory syncytial virus,3
20170828,20170903,Rhinovirus,160
20170828,20170903,Seasonal coronavirus (Non-SARS-CoV-2),4
20170904,20170910,Adenovirus,37
20170904,20170910,Human metapneumovirus,2
20170904,20170910,Influenza - Type A (any subtype),14
20170904,20170910,Influenza - Type A (not subtyped),4
20170904,20170910,Influenza - Type A or B,19
20170904,20170910,Influenza - Type A(H1N1)pdm09,1
20170904,20170910,Influenza - Type A(H3),9
20170904,20170910,Influenza - Type B,5
20170904,20170910,Mycoplasma pneumoniae,10
20170904,20170910,Parainfluenza virus,26
20170904,20170910,Respiratory syncytial virus,9
20170904,20170910,Rhinovirus,182
20170904,20170910,Seasonal coronavirus (Non-SARS-CoV-2),10
20170911,20170917,Adenovirus,21
20170911,20170917,Human metapneumovirus,5
20170911,20170917,Influenza - Type A (any subtype),11
20170911,20170917,Influenza - Type A (not subtyped),5
20170911,20170917,Influenza - Type A or B,13
20170911,20170917,Influenza - Type A(H1N1)pdm09,1
20170911,20170917,Influenza - Type A(H3),5
20170911,20170917,Influenza - Type B,2
20170911,20170917,Mycoplasma pneumoniae,6
20170911,20170917,Parainfluenza virus,47
20170911,20170917,Respiratory syncytial virus,11
20170911,20170917,Rhinovirus,215
20170911,20170917,Seasonal coronavirus (Non-SARS-CoV-2),10
20170918,20170924,Adenovirus,29
20170918,20170924,Human metapneumovirus,7
20170918,20170924,Influenza - Type A (any subtype),13
20170918,20170924,Influenza - Type A (not subtyped),3
20170918,20170924,Influenza - Type A or B,17
20170918,20170924,Influenza - Type A(H1N1)pdm09,0
20170918,20170924,Influenza - Type A(H3),10
20170918,20170924,Influenza - Type B,4
20170918,20170924,Mycoplasma pneumoniae,11
20170918,20170924,Parainfluenza virus,42
20170918,20170924,Respiratory syncytial virus,13
20170918,20170924,Rhinovirus,162
20170918,20170924,Seasonal coronavirus (Non-SARS-CoV-2),9
20170925,20171001,Adenovirus,27
20170925,20171001,Human metapneumovirus,4
20170925,20171001,Influenza - Type A (any subtype),11
20170925,20171001,Influenza - Type A (not subtyped),9
20170925,20171001,Influenza - Type A or B,12
20170925,20171001,Influenza - Type A(H1N1)pdm09,0
20170925,20171001,Influenza - Type A(H3),2
20170925,20171001,Influenza - Type B,2
20170925,20171001,Mycoplasma pneumoniae,13
20170925,20171001,Parainfluenza virus,35
20170925,20171001,Respiratory syncytial virus,17
20170925,20171001,Rhinovirus,127
20170925,20171001,Seasonal coronavirus (Non-SARS-CoV-2),4
20171002,20171008,Adenovirus,49
20171002,20171008,Human metapneumovirus,17
20171002,20171008,Influenza - Type A (any subtype),20
20171002,20171008,Influenza - Type A (not subtyped),6
20171002,20171008,Influenza - Type A or B,23
20171002,20171008,Influenza - Type A(H1N1)pdm09,3
20171002,20171008,Influenza - Type A(H3),11
20171002,20171008,Influenza - Type B,4
20171002,20171008,Mycoplasma pneumoniae,13
20171002,20171008,Parainfluenza virus,65
20171002,20171008,Respiratory syncytial virus,25
20171002,20171008,Rhinovirus,219
20171002,20171008,Seasonal coronavirus (Non-SARS-CoV-2),5
20171009,20171015,Adenovirus,60
20171009,20171015,Human metapneumovirus,4
20171009,20171015,Influenza - Type A (any subtype),12
20171009,20171015,Influenza - Type A (not subtyped),2
20171009,20171015,Influenza - Type A or B,18
20171009,20171015,Influenza - Type A(H1N1)pdm09,1
20171009,20171015,Influenza - Type A(H3),9
20171009,20171015,Influenza - Type B,6
20171009,20171015,Mycoplasma pneumoniae,15
20171009,20171015,Parainfluenza virus,50
20171009,20171015,Respiratory syncytial virus,49
20171009,20171015,Rhinovirus,160
20171009,20171015,Seasonal coronavirus (Non-SARS-CoV-2),4
20171016,20171022,Adenovirus,61
20171016,20171022,Human metapneumovirus,6
20171016,20171022,Influenza - Type A (any subtype),12
20171016,20171022,Influenza - Type A (not subtyped),1
20171016,20171022,Influenza - Type A or B,23
20171016,20171022,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,Influenza - Type A(H3),11
20171016,20171022,Influenza - Type B,12
20171016,20171022,Mycoplasma pneumoniae,17
20171016,20171022,Parainfluenza virus,22
20171016,20171022,Respiratory syncytial virus,50
20171016,20171022,Rhinovirus,97
20171016,20171022,Seasonal coronavirus (Non-SARS-CoV-2),6
20171023,20171029,Adenovirus,38
20171023,20171029,Human metapneumovirus,8
20171023,20171029,Influenza - Type A (any subtype),7
20171023,20171029,Influenza - Type A (not subtyped),1
20171023,20171029,Influenza - Type A or B,8
20171023,20171029,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,Influenza - Type A(H3),6
20171023,20171029,Influenza - Type B,1
20171023,20171029,Mycoplasma pneumoniae,11
20171023,20171029,Parainfluenza virus,32
20171023,20171029,Respiratory syncytial virus,69
20171023,20171029,Rhinovirus,86
20171023,20171029,Seasonal coronavirus (Non-SARS-CoV-2),6
20171030,20171105,Adenovirus,49
20171030,20171105,Human metapneumovirus,1
20171030,20171105,Influenza - Type A (any subtype),13
20171030,20171105,Influenza - Type A (not subtyped),6
20171030,20171105,Influenza - Type A or B,20
20171030,20171105,Influenza - Type A(H1N1)pdm09,1
20171030,20171105,Influenza - Type A(H3),6
20171030,20171105,Influenza - Type B,7
20171030,20171105,Mycoplasma pneumoniae,15
20171030,20171105,Parainfluenza virus,30
20171030,20171105,Respiratory syncytial virus,85
20171030,20171105,Rhinovirus,116
20171030,20171105,Seasonal coronavirus (Non-SARS-CoV-2),5
20171106,20171112,Adenovirus,71
20171106,20171112,Human metapneumovirus,13
20171106,20171112,Influenza - Type A (any subtype),17
20171106,20171112,Influenza - Type A (not subtyped),5
20171106,20171112,Influenza - Type A or B,30
20171106,20171112,Influenza - Type A(H1N1)pdm09,3
20171106,20171112,Influenza - Type A(H3),10
20171106,20171112,Influenza - Type B,14
20171106,20171112,Mycoplasma pneumoniae,16
20171106,20171112,Parainfluenza virus,23
20171106,20171112,Respiratory syncytial virus,151
20171106,20171112,Rhinovirus,148
20171106,20171112,Seasonal coronavirus (Non-SARS-CoV-2),3
20171113,20171119,Adenovirus,69
20171113,20171119,Human metapneumovirus,15
20171113,20171119,Influenza - Type A (any subtype),38
20171113,20171119,Influenza - Type A (not subtyped),7
20171113,20171119,Influenza - Type A or B,55
20171113,20171119,Influenza - Type A(H1N1)pdm09,0
20171113,20171119,Influenza - Type A(H3),31
20171113,20171119,Influenza - Type B,19
20171113,20171119,Mycoplasma pneumoniae,8
20171113,20171119,Parainfluenza virus,22
20171113,20171119,Respiratory syncytial virus,206
20171113,20171119,Rhinovirus,125
20171113,20171119,Seasonal coronavirus (Non-SARS-CoV-2),8
20171120,20171126,Adenovirus,77
20171120,20171126,Human metapneumovirus,17
20171120,20171126,Influenza - Type A (any subtype),85
20171120,20171126,Influenza - Type A (not subtyped),10
20171120,20171126,Influenza - Type A or B,100
20171120,20171126,Influenza - Type A(H1N1)pdm09,2
20171120,20171126,Influenza - Type A(H3),73
20171120,20171126,Influenza - Type B,15
20171120,20171126,Mycoplasma pneumoniae,18
20171120,20171126,Parainfluenza virus,32
20171120,20171126,Respiratory syncytial virus,243
20171120,20171126,Rhinovirus,142
20171120,20171126,Seasonal coronavirus (Non-SARS-CoV-2),12
20171127,20171203,Adenovirus,87
20171127,20171203,Human metapneumovirus,17
20171127,20171203,Influenza - Type A (any subtype),130
20171127,20171203,Influenza - Type A (not subtyped),33
20171127,20171203,Influenza - Type A or B,147
20171127,20171203,Influenza - Type A(H1N1)pdm09,2
20171127,20171203,Influenza - Type A(H3),95
20171127,20171203,Influenza - Type B,18
20171127,20171203,Mycoplasma pneumoniae,14
20171127,20171203,Parainfluenza virus,32
20171127,20171203,Respiratory syncytial virus,265
20171127,20171203,Rhinovirus,121
20171127,20171203,Seasonal coronavirus (Non-SARS-CoV-2),20
20171204,20171210,Adenovirus,74
20171204,20171210,Human metapneumovirus,32
20171204,20171210,Influenza - Type A (any subtype),265
20171204,20171210,Influenza - Type A (not subtyped),62
20171204,20171210,Influenza - Type A or B,297
20171204,20171210,Influenza - Type A(H1N1)pdm09,7
20171204,20171210,Influenza - Type A(H3),197
20171204,20171210,Influenza - Type B,33
20171204,20171210,Mycoplasma pneumoniae,13
20171204,20171210,Parainfluenza virus,29
20171204,20171210,Respiratory syncytial virus,272
20171204,20171210,Rhinovirus,136
20171204,20171210,Seasonal coronavirus (Non-SARS-CoV-2),15
20171211,20171217,Adenovirus,90
20171211,20171217,Human metapneumovirus,44
20171211,20171217,Influenza - Type A (any subtype),527
20171211,20171217,Influenza - Type A (not subtyped),129
20171211,20171217,Influenza - Type A or B,574
20171211,20171217,Influenza - Type A(H1N1)pdm09,2
20171211,20171217,Influenza - Type A(H3),396
20171211,20171217,Influenza - Type B,47
20171211,20171217,Mycoplasma pneumoniae,16
20171211,20171217,Parainfluenza virus,35
20171211,20171217,Respiratory syncytial virus,299
20171211,20171217,Rhinovirus,155
20171211,20171217,Seasonal coronavirus (Non-SARS-CoV-2),23
20171218,20171224,Adenovirus,83
20171218,20171224,Human metapneumovirus,59
20171218,20171224,Influenza - Type A (any subtype),1104
20171218,20171224,Influenza - Type A (not subtyped),326
20171218,20171224,Influenza - Type A or B,1214
20171218,20171224,Influenza - Type A(H1N1)pdm09,7
20171218,20171224,Influenza - Type A(H3),771
20171218,20171224,Influenza - Type B,112
20171218,20171224,Mycoplasma pneumoniae,20
20171218,20171224,Parainfluenza virus,38
20171218,20171224,Respiratory syncytial virus,282
20171218,20171224,Rhinovirus,192
20171218,20171224,Seasonal coronavirus (Non-SARS-CoV-2),57
20171225,20171231,Adenovirus,101
20171225,20171231,Human metapneumovirus,69
20171225,20171231,Influenza - Type A (any subtype),1214
20171225,20171231,Influenza - Type A (not subtyped),477
20171225,20171231,Influenza - Type A or B,1401
20171225,20171231,Influenza - Type A(H1N1)pdm09,11
20171225,20171231,Influenza - Type A(H3),726
20171225,20171231,Influenza - Type B,195
20171225,20171231,Mycoplasma pneumoniae,12
20171225,20171231,Parainfluenza virus,12
20171225,20171231,Respiratory syncytial virus,270
20171225,20171231,Rhinovirus,175
20171225,20171231,Seasonal coronavirus (Non-SARS-CoV-2),56
20180101,20180107,Adenovirus,80
20180101,20180107,Human metapneumovirus,56
20180101,20180107,Influenza - Type A (any subtype),1025
20180101,20180107,Influenza - Type A (not subtyped),450
20180101,20180107,Influenza - Type A or B,1241
20180101,20180107,Influenza - Type A(H1N1)pdm09,16
20180101,20180107,Influenza - Type A(H3),560
20180101,20180107,Influenza - Type B,219
20180101,20180107,Mycoplasma pneumoniae,16
20180101,20180107,Parainfluenza virus,15
20180101,20180107,Respiratory syncytial virus,215
20180101,20180107,Rhinovirus,152
20180101,20180107,Seasonal coronavirus (Non-SARS-CoV-2),56
20180108,20180114,Adenovirus,95
20180108,20180114,Human metapneumovirus,67
20180108,20180114,Influenza - Type A (any subtype),755
20180108,20180114,Influenza - Type A (not subtyped),316
20180108,20180114,Influenza - Type A or B,997
20180108,20180114,Influenza - Type A(H1N1)pdm09,17
20180108,20180114,Influenza - Type A(H3),422
20180108,20180114,Influenza - Type B,249
20180108,20180114,Mycoplasma pneumoniae,11
20180108,20180114,Parainfluenza virus,19
20180108,20180114,Respiratory syncytial virus,134
20180108,20180114,Rhinovirus,124
20180108,20180114,Seasonal coronavirus (Non-SARS-CoV-2),68
20180115,20180121,Adenovirus,58
20180115,20180121,Human metapneumovirus,61
20180115,20180121,Influenza - Type A (any subtype),484
20180115,20180121,Influenza - Type A (not subtyped),194
20180115,20180121,Influenza - Type A or B,725
20180115,20180121,Influenza - Type A(H1N1)pdm09,27
20180115,20180121,Influenza - Type A(H3),263
20180115,20180121,Influenza - Type B,247
20180115,20180121,Mycoplasma pneumoniae,9
20180115,20180121,Parainfluenza virus,12
20180115,20180121,Respiratory syncytial virus,118
20180115,20180121,Rhinovirus,105
20180115,20180121,Seasonal coronavirus (Non-SARS-CoV-2),69
20180122,20180128,Adenovirus,55
20180122,20180128,Human metapneumovirus,57
20180122,20180128,Influenza - Type A (any subtype),274
20180122,20180128,Influenza - Type A (not subtyped),96
20180122,20180128,Influenza - Type A or B,506
20180122,20180128,Influenza - Type A(H1N1)pdm09,18
20180122,20180128,Influenza - Type A(H3),160
20180122,20180128,Influenza - Type B,233
20180122,20180128,Mycoplasma pneumoniae,11
20180122,20180128,Parainfluenza virus,14
20180122,20180128,Respiratory syncytial virus,74
20180122,20180128,Rhinovirus,94
20180122,20180128,Seasonal coronavirus (Non-SARS-CoV-2),81
20180129,20180204,Adenovirus,69
20180129,20180204,Human metapneumovirus,45
20180129,20180204,Influenza - Type A (any subtype),194
20180129,20180204,Influenza - Type A (not subtyped),78
20180129,20180204,Influenza - Type A or B,400
20180129,20180204,Influenza - Type A(H1N1)pdm09,12
20180129,20180204,Influenza - Type A(H3),104
20180129,20180204,Influenza - Type B,208
20180129,20180204,Mycoplasma pneumoniae,7
20180129,20180204,Parainfluenza virus,3
20180129,20180204,Respiratory syncytial virus,62
20180129,20180204,Rhinovirus,115
20180129,20180204,Seasonal coronavirus (Non-SARS-CoV-2),94
20180205,20180211,Adenovirus,62
20180205,20180211,Human metapneumovirus,54
20180205,20180211,Influenza - Type A (any subtype),153
20180205,20180211,Influenza - Type A (not subtyped),63
20180205,20180211,Influenza - Type A or B,399
20180205,20180211,Influenza - Type A(H1N1)pdm09,9
20180205,20180211,Influenza - Type A(H3),81
20180205,20180211,Influenza - Type B,247
20180205,20180211,Mycoplasma pneumoniae,3
20180205,20180211,Parainfluenza virus,10
20180205,20180211,Respiratory syncytial virus,49
20180205,20180211,Rhinovirus,142
20180205,20180211,Seasonal coronavirus (Non-SARS-CoV-2),73
20180212,20180218,Adenovirus,54
20180212,20180218,Human metapneumovirus,37
20180212,20180218,Influenza - Type A (any subtype),142
20180212,20180218,Influenza - Type A (not subtyped),39
20180212,20180218,Influenza - Type A or B,408
20180212,20180218,Influenza - Type A(H1N1)pdm09,16
20180212,20180218,Influenza - Type A(H3),87
20180212,20180218,Influenza - Type B,267
20180212,20180218,Mycoplasma pneumoniae,5
20180212,20180218,Parainfluenza virus,8
20180212,20180218,Respiratory syncytial virus,53
20180212,20180218,Rhinovirus,115
20180212,20180218,Seasonal coronavirus (Non-SARS-CoV-2),87
20180219,20180225,Adenovirus,67
20180219,20180225,Human metapneumovirus,36
20180219,20180225,Influenza - Type A (any subtype),75
20180219,20180225,Influenza - Type A (not subtyped),21
20180219,20180225,Influenza - Type A or B,349
20180219,20180225,Influenza - Type A(H1N1)pdm09,2
20180219,20180225,Influenza - Type A(H3),52
20180219,20180225,Influenza - Type B,277
20180219,20180225,Mycoplasma pneumoniae,8
20180219,20180225,Parainfluenza virus,12
20180219,20180225,Respiratory syncytial virus,33
20180219,20180225,Rhinovirus,119
20180219,20180225,Seasonal coronavirus (Non-SARS-CoV-2),56
20180226,20180304,Adenovirus,65
20180226,20180304,Human metapneumovirus,33
20180226,20180304,Influenza - Type A (any subtype),87
20180226,20180304,Influenza - Type A (not subtyped),32
20180226,20180304,Influenza - Type A or B,311
20180226,20180304,Influenza - Type A(H1N1)pdm09,16
20180226,20180304,Influenza - Type A(H3),39
20180226,20180304,Influenza - Type B,225
20180226,20180304,Mycoplasma pneumoniae,3
20180226,20180304,Parainfluenza virus,7
20180226,20180304,Respiratory syncytial virus,39
20180226,20180304,Rhinovirus,111
20180226,20180304,Seasonal coronavirus (Non-SARS-CoV-2),53
20180305,20180311,Adenovirus,72
20180305,20180311,Human metapneumovirus,42
20180305,20180311,Influenza - Type A (any subtype),63
20180305,20180311,Influenza - Type A (not subtyped),21
20180305,20180311,Influenza - Type A or B,298
20180305,20180311,Influenza - Type A(H1N1)pdm09,8
20180305,20180311,Influenza - Type A(H3),34
20180305,20180311,Influenza - Type B,237
20180305,20180311,Mycoplasma pneumoniae,1
20180305,20180311,Parainfluenza virus,4
20180305,20180311,Respiratory syncytial virus,24
20180305,20180311,Rhinovirus,109
20180305,20180311,Seasonal coronavirus (Non-SARS-CoV-2),37
20180312,20180318,Adenovirus,72
20180312,20180318,Human metapneumovirus,28
20180312,20180318,Influenza - Type A (any subtype),53
20180312,20180318,Influenza - Type A (not subtyped),18
20180312,20180318,Influenza - Type A or B,227
20180312,20180318,Influenza - Type A(H1N1)pdm09,15
20180312,20180318,Influenza - Type A(H3),20
20180312,20180318,Influenza - Type B,174
20180312,20180318,Mycoplasma pneumoniae,3
20180312,20180318,Parainfluenza virus,16
20180312,20180318,Respiratory syncytial virus,26
20180312,20180318,Rhinovirus,103
20180312,20180318,Seasonal coronavirus (Non-SARS-CoV-2),43
20180319,20180325,Adenovirus,70
20180319,20180325,Human metapneumovirus,43
20180319,20180325,Influenza - Type A (any subtype),56
20180319,20180325,Influenza - Type A (not subtyped),10
20180319,20180325,Influenza - Type A or B,198
20180319,20180325,Influenza - Type A(H1N1)pdm09,14
20180319,20180325,Influenza - Type A(H3),32
20180319,20180325,Influenza - Type B,142
